Symbol,Signal,Price,EMA10,EMA20,EMA40,Status
OXY,🟢 BULLISH (Above All EMAs),52.4,46.67,44.96,44.63,✅ Price > EMA10 > EMA20 > EMA40
KR,🟢 BULLISH (Above All EMAs),67.96,65.81,65.4,65.1,✅ Price > EMA10 > EMA20 > EMA40
WAB,🟢 BULLISH (Above All EMAs),261.2,241.31,227.67,214.1,✅ Price > EMA10 > EMA20 > EMA40
SYY,🟢 BULLISH (Above All EMAs),89.43,83.77,80.64,78.22,✅ Price > EMA10 > EMA20 > EMA40
MCHP,🟢 BULLISH (Above All EMAs),75.02,73.5,69.83,66.71,✅ Price > EMA10 > EMA20 > EMA40
PEG,🟢 BULLISH (Above All EMAs),85.87,82.86,81.99,81.36,✅ Price > EMA10 > EMA20 > EMA40
NUE,🟢 BULLISH (Above All EMAs),178.75,175.83,166.53,155.39,✅ Price > EMA10 > EMA20 > EMA40
CIEN,🟢 BULLISH (Above All EMAs),338.78,277.15,238.2,189.83,✅ Price > EMA10 > EMA20 > EMA40
VTR,🟢 BULLISH (Above All EMAs),86.32,81.57,78.31,73.67,✅ Price > EMA10 > EMA20 > EMA40
ED,🟢 BULLISH (Above All EMAs),111.87,106.09,103.19,100.9,✅ Price > EMA10 > EMA20 > EMA40
SW,🟢 BULLISH (Above All EMAs),45.53,44.11,42.49,42.35,✅ Price > EMA10 > EMA20 > EMA40
MLM,🟢 BULLISH (Above All EMAs),682.95,665.0,646.33,619.31,✅ Price > EMA10 > EMA20 > EMA40
KEYS,🟢 BULLISH (Above All EMAs),242.5,223.84,209.13,192.5,✅ Price > EMA10 > EMA20 > EMA40
GRMN,🟢 BULLISH (Above All EMAs),246.54,220.96,217.34,214.45,✅ Price > EMA10 > EMA20 > EMA40
ODFL,🟢 BULLISH (Above All EMAs),195.04,182.44,170.76,165.28,✅ Price > EMA10 > EMA20 > EMA40
EL,🟢 BULLISH (Above All EMAs),112.89,109.45,104.48,97.16,✅ Price > EMA10 > EMA20 > EMA40
PCG,🟢 BULLISH (Above All EMAs),18.36,16.89,16.35,16.15,✅ Price > EMA10 > EMA20 > EMA40
IR,🟢 BULLISH (Above All EMAs),94.31,90.63,86.89,84.89,✅ Price > EMA10 > EMA20 > EMA40
WEC,🟢 BULLISH (Above All EMAs),114.94,110.96,109.44,107.03,✅ Price > EMA10 > EMA20 > EMA40
LYV,🟢 BULLISH (Above All EMAs),158.32,151.15,149.01,146.25,✅ Price > EMA10 > EMA20 > EMA40
GEHC,🟢 BULLISH (Above All EMAs),83.23,81.76,80.38,79.0,✅ Price > EMA10 > EMA20 > EMA40
ACGL,🟢 BULLISH (Above All EMAs),98.5,96.52,94.77,93.48,✅ Price > EMA10 > EMA20 > EMA40
EQT,🟢 BULLISH (Above All EMAs),59.29,57.03,55.97,54.25,✅ Price > EMA10 > EMA20 > EMA40
RMD,🟢 BULLISH (Above All EMAs),261.05,257.01,256.46,253.99,✅ Price > EMA10 > EMA20 > EMA40
HIG,🟢 BULLISH (Above All EMAs),140.63,137.85,135.15,130.73,✅ Price > EMA10 > EMA20 > EMA40
ETR,🟢 BULLISH (Above All EMAs),104.38,98.8,95.81,91.14,✅ Price > EMA10 > EMA20 > EMA40
ES,🟢 BULLISH (Above All EMAs),74.19,70.8,69.39,67.13,✅ Price > EMA10 > EMA20 > EMA40
DLTR,🟢 BULLISH (Above All EMAs),128.35,126.37,120.6,111.74,✅ Price > EMA10 > EMA20 > EMA40
COO,🟢 BULLISH (Above All EMAs),82.49,81.83,79.78,79.11,✅ Price > EMA10 > EMA20 > EMA40
HII,🟢 BULLISH (Above All EMAs),436.55,402.72,367.94,324.82,✅ Price > EMA10 > EMA20 > EMA40
IEX,🟢 BULLISH (Above All EMAs),205.98,198.1,189.05,184.06,✅ Price > EMA10 > EMA20 > EMA40
MRNA,🟢 BULLISH (Above All EMAs),50.34,42.26,37.38,35.66,✅ Price > EMA10 > EMA20 > EMA40
KIM,🟢 BULLISH (Above All EMAs),23.43,21.9,21.39,21.09,✅ Price > EMA10 > EMA20 > EMA40
AVY,🟢 BULLISH (Above All EMAs),194.85,189.55,184.14,180.86,✅ Price > EMA10 > EMA20 > EMA40
AKAM,🟢 BULLISH (Above All EMAs),96.79,95.04,90.63,87.21,✅ Price > EMA10 > EMA20 > EMA40
CF,🟢 BULLISH (Above All EMAs),95.7,90.59,87.65,85.83,✅ Price > EMA10 > EMA20 > EMA40
UHS,🟢 BULLISH (Above All EMAs),232.19,221.77,216.48,207.65,✅ Price > EMA10 > EMA20 > EMA40
HAS,🟢 BULLISH (Above All EMAs),97.12,91.96,86.48,79.77,✅ Price > EMA10 > EMA20 > EMA40
BEN,🟢 BULLISH (Above All EMAs),26.83,26.05,24.96,23.74,✅ Price > EMA10 > EMA20 > EMA40
SWK,🟢 BULLISH (Above All EMAs),87.7,84.36,79.81,76.63,✅ Price > EMA10 > EMA20 > EMA40
REG,🟢 BULLISH (Above All EMAs),77.32,73.76,72.09,70.79,✅ Price > EMA10 > EMA20 > EMA40
HST,🟢 BULLISH (Above All EMAs),19.53,19.03,18.24,17.34,✅ Price > EMA10 > EMA20 > EMA40
GNRC,🟢 BULLISH (Above All EMAs),222.79,191.61,178.5,168.48,✅ Price > EMA10 > EMA20 > EMA40
SJM,🟢 BULLISH (Above All EMAs),110.32,105.92,104.54,104.51,✅ Price > EMA10 > EMA20 > EMA40
PNW,🟢 BULLISH (Above All EMAs),99.17,94.2,91.8,89.66,✅ Price > EMA10 > EMA20 > EMA40
AES,🟢 BULLISH (Above All EMAs),16.22,15.28,14.56,13.79,✅ Price > EMA10 > EMA20 > EMA40
GL,🟢 BULLISH (Above All EMAs),142.76,141.49,139.09,134.45,✅ Price > EMA10 > EMA20 > EMA40
AOS,🟢 BULLISH (Above All EMAs),77.37,74.68,72.27,70.71,✅ Price > EMA10 > EMA20 > EMA40
NCLH,🟢 BULLISH (Above All EMAs),23.29,22.6,22.32,22.11,✅ Price > EMA10 > EMA20 > EMA40
APA,🟢 BULLISH (Above All EMAs),28.55,26.9,25.5,23.87,✅ Price > EMA10 > EMA20 > EMA40
HSIC,🟢 BULLISH (Above All EMAs),80.47,77.88,75.64,73.49,✅ Price > EMA10 > EMA20 > EMA40
FRT,🟢 BULLISH (Above All EMAs),107.5,103.75,101.34,99.24,✅ Price > EMA10 > EMA20 > EMA40
ASML,🟢 BULLISH (Above All EMAs),1468.51,1348.37,1221.37,1071.87,✅ Price > EMA10 > EMA20 > EMA40
MAS,🟢 BULLISH (Above All EMAs),73.88,70.76,68.91,68.26,✅ Price > EMA10 > EMA20 > EMA40
NDSN,🟢 BULLISH (Above All EMAs),288.39,275.25,259.79,244.46,✅ Price > EMA10 > EMA20 > EMA40
HOLX,🟢 BULLISH (Above All EMAs),75.4,74.88,73.64,71.7,✅ Price > EMA10 > EMA20 > EMA40
TXT,🟢 BULLISH (Above All EMAs),98.16,94.31,90.42,86.33,✅ Price > EMA10 > EMA20 > EMA40
LUV,🟢 BULLISH (Above All EMAs),50.36,47.11,42.85,38.52,✅ Price > EMA10 > EMA20 > EMA40
DRI,🟢 BULLISH (Above All EMAs),211.5,205.54,199.48,194.88,✅ Price > EMA10 > EMA20 > EMA40
CHD,🟢 BULLISH (Above All EMAs),104.97,96.47,93.15,93.03,✅ Price > EMA10 > EMA20 > EMA40
FSLR,🟢 BULLISH (Above All EMAs),240.16,239.38,237.51,223.87,✅ Price > EMA10 > EMA20 > EMA40
CTRA,🟢 BULLISH (Above All EMAs),30.88,29.0,27.51,26.32,✅ Price > EMA10 > EMA20 > EMA40
BG,🟢 BULLISH (Above All EMAs),121.45,111.77,103.55,95.27,✅ Price > EMA10 > EMA20 > EMA40
LH,🟢 BULLISH (Above All EMAs),284.17,273.77,269.36,263.05,✅ Price > EMA10 > EMA20 > EMA40
DGX,🟢 BULLISH (Above All EMAs),206.26,193.1,187.54,180.99,✅ Price > EMA10 > EMA20 > EMA40
AMCR,🟢 BULLISH (Above All EMAs),50.25,46.64,44.97,44.65,✅ Price > EMA10 > EMA20 > EMA40
CMS,🟢 BULLISH (Above All EMAs),76.19,73.18,72.25,71.11,✅ Price > EMA10 > EMA20 > EMA40
L,🟢 BULLISH (Above All EMAs),108.67,106.97,104.6,100.15,✅ Price > EMA10 > EMA20 > EMA40
CPAY,🟢 BULLISH (Above All EMAs),334.79,329.38,320.22,317.39,✅ Price > EMA10 > EMA20 > EMA40
EIX,🟢 BULLISH (Above All EMAs),73.94,66.3,62.39,59.76,✅ Price > EMA10 > EMA20 > EMA40
TSN,🟢 BULLISH (Above All EMAs),63.18,61.94,59.7,57.86,✅ Price > EMA10 > EMA20 > EMA40
IFF,🟢 BULLISH (Above All EMAs),81.13,75.22,71.96,71.58,✅ Price > EMA10 > EMA20 > EMA40
DD,🟢 BULLISH (Above All EMAs),49.77,46.01,42.49,38.5,✅ Price > EMA10 > EMA20 > EMA40
JBHT,🟢 BULLISH (Above All EMAs),222.51,211.69,196.24,180.09,✅ Price > EMA10 > EMA20 > EMA40
CHRW,🟢 BULLISH (Above All EMAs),178.89,178.27,165.82,146.92,✅ Price > EMA10 > EMA20 > EMA40
PFG,🟢 BULLISH (Above All EMAs),92.02,91.68,88.8,85.16,✅ Price > EMA10 > EMA20 > EMA40
ALB,🟢 BULLISH (Above All EMAs),174.77,161.68,144.03,122.03,✅ Price > EMA10 > EMA20 > EMA40
EVRG,🟢 BULLISH (Above All EMAs),81.66,78.05,76.15,73.09,✅ Price > EMA10 > EMA20 > EMA40
SNA,🟢 BULLISH (Above All EMAs),381.67,369.88,358.28,344.61,✅ Price > EMA10 > EMA20 > EMA40
VTRS,🟢 BULLISH (Above All EMAs),15.85,14.12,12.83,11.63,✅ Price > EMA10 > EMA20 > EMA40
BALL,🟢 BULLISH (Above All EMAs),66.67,61.06,57.36,55.28,✅ Price > EMA10 > EMA20 > EMA40
LNT,🟢 BULLISH (Above All EMAs),71.71,68.33,66.97,64.99,✅ Price > EMA10 > EMA20 > EMA40
FTV,🟢 BULLISH (Above All EMAs),56.68,56.04,54.61,53.69,✅ Price > EMA10 > EMA20 > EMA40
NI,🟢 BULLISH (Above All EMAs),46.21,44.4,43.32,41.73,✅ Price > EMA10 > EMA20 > EMA40
HSY,🟢 BULLISH (Above All EMAs),225.55,207.65,197.23,187.56,✅ Price > EMA10 > EMA20 > EMA40
TRGP,🟢 BULLISH (Above All EMAs),228.74,206.55,192.71,181.37,✅ Price > EMA10 > EMA20 > EMA40
DHI,🟢 BULLISH (Above All EMAs),161.02,157.42,155.03,151.84,✅ Price > EMA10 > EMA20 > EMA40
ADI,🟢 BULLISH (Above All EMAs),352.13,318.08,293.56,267.84,✅ Price > EMA10 > EMA20 > EMA40
DE,🟢 BULLISH (Above All EMAs),645.86,568.98,532.1,504.02,✅ Price > EMA10 > EMA20 > EMA40
LOW,🟢 BULLISH (Above All EMAs),272.86,269.7,260.35,251.21,✅ Price > EMA10 > EMA20 > EMA40
PFE,🟢 BULLISH (Above All EMAs),27.01,26.24,25.55,24.86,✅ Price > EMA10 > EMA20 > EMA40
UNP,🟢 BULLISH (Above All EMAs),263.12,247.76,239.45,233.45,✅ Price > EMA10 > EMA20 > EMA40
ETN,🟢 BULLISH (Above All EMAs),360.86,357.58,352.96,347.44,✅ Price > EMA10 > EMA20 > EMA40
HON,🟢 BULLISH (Above All EMAs),243.24,227.46,216.87,209.31,✅ Price > EMA10 > EMA20 > EMA40
LMT,🟢 BULLISH (Above All EMAs),660.18,602.02,556.45,518.5,✅ Price > EMA10 > EMA20 > EMA40
WELL,🟢 BULLISH (Above All EMAs),209.12,198.31,191.13,178.67,✅ Price > EMA10 > EMA20 > EMA40
COP,🟢 BULLISH (Above All EMAs),110.0,103.33,98.76,95.91,✅ Price > EMA10 > EMA20 > EMA40
NEM,🟢 BULLISH (Above All EMAs),122.88,114.78,104.53,89.78,✅ Price > EMA10 > EMA20 > EMA40
CB,🟢 BULLISH (Above All EMAs),331.68,317.95,307.92,297.38,✅ Price > EMA10 > EMA20 > EMA40
PLD,🟢 BULLISH (Above All EMAs),140.19,134.49,129.28,122.76,✅ Price > EMA10 > EMA20 > EMA40
PH,🟢 BULLISH (Above All EMAs),1007.99,955.98,901.31,827.55,✅ Price > EMA10 > EMA20 > EMA40
BMY,🟢 BULLISH (Above All EMAs),60.97,57.41,54.13,51.43,✅ Price > EMA10 > EMA20 > EMA40
HCA,🟢 BULLISH (Above All EMAs),539.15,505.23,481.8,446.57,✅ Price > EMA10 > EMA20 > EMA40
VRTX,🟢 BULLISH (Above All EMAs),484.52,469.71,456.69,448.65,✅ Price > EMA10 > EMA20 > EMA40
GLW,🟢 BULLISH (Above All EMAs),145.99,116.57,102.03,86.17,✅ Price > EMA10 > EMA20 > EMA40
MCK,🟢 BULLISH (Above All EMAs),950.62,891.07,850.45,794.38,✅ Price > EMA10 > EMA20 > EMA40
MO,🟢 BULLISH (Above All EMAs),68.75,64.0,62.09,59.92,✅ Price > EMA10 > EMA20 > EMA40
SBUX,🟢 BULLISH (Above All EMAs),93.69,92.61,90.17,88.89,✅ Price > EMA10 > EMA20 > EMA40
CME,🟢 BULLISH (Above All EMAs),311.29,293.41,284.47,274.37,✅ Price > EMA10 > EMA20 > EMA40
TT,🟢 BULLISH (Above All EMAs),459.48,434.49,423.89,414.08,✅ Price > EMA10 > EMA20 > EMA40
SO,🟢 BULLISH (Above All EMAs),95.02,90.83,90.02,89.13,✅ Price > EMA10 > EMA20 > EMA40
UPS,🟢 BULLISH (Above All EMAs),114.49,109.11,103.32,100.15,✅ Price > EMA10 > EMA20 > EMA40
TJX,🟢 BULLISH (Above All EMAs),156.3,154.41,150.75,143.35,✅ Price > EMA10 > EMA20 > EMA40
APH,🟢 BULLISH (Above All EMAs),149.05,144.45,137.9,124.16,✅ Price > EMA10 > EMA20 > EMA40
GILD,🟢 BULLISH (Above All EMAs),149.95,141.09,132.67,122.74,✅ Price > EMA10 > EMA20 > EMA40
NEE,🟢 BULLISH (Above All EMAs),93.29,88.25,84.8,80.54,✅ Price > EMA10 > EMA20 > EMA40
AAPL,🟢 BULLISH (Above All EMAs),267.61,264.1,260.67,250.36,✅ Price > EMA10 > EMA20 > EMA40
WMT,🟢 BULLISH (Above All EMAs),125.54,121.81,116.2,108.71,✅ Price > EMA10 > EMA20 > EMA40
LLY,🟢 BULLISH (Above All EMAs),1059.09,1036.28,996.17,931.61,✅ Price > EMA10 > EMA20 > EMA40
XOM,🟢 BULLISH (Above All EMAs),150.23,138.31,129.58,121.35,✅ Price > EMA10 > EMA20 > EMA40
JNJ,🟢 BULLISH (Above All EMAs),245.39,228.93,214.88,197.15,✅ Price > EMA10 > EMA20 > EMA40
MU,🟢 BULLISH (Above All EMAs),419.06,375.51,319.01,250.87,✅ Price > EMA10 > EMA20 > EMA40
COST,🟢 BULLISH (Above All EMAs),980.22,962.33,946.86,941.24,✅ Price > EMA10 > EMA20 > EMA40
ABBV,🟢 BULLISH (Above All EMAs),228.87,224.77,221.75,213.51,✅ Price > EMA10 > EMA20 > EMA40
CVX,🟢 BULLISH (Above All EMAs),184.38,172.19,164.21,157.0,✅ Price > EMA10 > EMA20 > EMA40
CAT,🟢 BULLISH (Above All EMAs),754.31,688.67,627.01,548.82,✅ Price > EMA10 > EMA20 > EMA40
KO,🟢 BULLISH (Above All EMAs),80.18,75.86,73.34,71.0,✅ Price > EMA10 > EMA20 > EMA40
GE,🟢 BULLISH (Above All EMAs),337.81,320.51,309.2,286.56,✅ Price > EMA10 > EMA20 > EMA40
NOC,🟢 BULLISH (Above All EMAs),726.03,676.21,638.65,596.69,✅ Price > EMA10 > EMA20 > EMA40
MRK,🟢 BULLISH (Above All EMAs),123.32,114.4,106.42,99.02,✅ Price > EMA10 > EMA20 > EMA40
LRCX,🟢 BULLISH (Above All EMAs),238.31,219.52,193.6,160.66,✅ Price > EMA10 > EMA20 > EMA40
AMAT,🟢 BULLISH (Above All EMAs),371.61,327.28,291.15,251.6,✅ Price > EMA10 > EMA20 > EMA40
RTX,🟢 BULLISH (Above All EMAs),203.86,195.67,186.0,170.85,✅ Price > EMA10 > EMA20 > EMA40
MCD,🟢 BULLISH (Above All EMAs),332.46,320.49,314.53,308.2,✅ Price > EMA10 > EMA20 > EMA40
PEP,🟢 BULLISH (Above All EMAs),166.74,157.56,152.2,148.17,✅ Price > EMA10 > EMA20 > EMA40
LIN,🟢 BULLISH (Above All EMAs),496.28,463.63,453.18,450.17,✅ Price > EMA10 > EMA20 > EMA40
GEV,🟢 BULLISH (Above All EMAs),817.01,742.81,689.03,613.84,✅ Price > EMA10 > EMA20 > EMA40
VZ,🟢 BULLISH (Above All EMAs),49.97,45.15,43.2,41.88,✅ Price > EMA10 > EMA20 > EMA40
TXN,🟢 BULLISH (Above All EMAs),221.73,206.47,195.45,188.39,✅ Price > EMA10 > EMA20 > EMA40
T,🟢 BULLISH (Above All EMAs),28.65,26.59,26.09,25.72,✅ Price > EMA10 > EMA20 > EMA40
AMGN,🟢 BULLISH (Above All EMAs),379.24,354.56,337.17,318.76,✅ Price > EMA10 > EMA20 > EMA40
KLAC,🟢 BULLISH (Above All EMAs),1460.03,1414.26,1311.34,1157.93,✅ Price > EMA10 > EMA20 > EMA40
PM,🟢 BULLISH (Above All EMAs),186.24,176.34,169.61,162.67,✅ Price > EMA10 > EMA20 > EMA40
HWM,🟢 BULLISH (Above All EMAs),255.48,231.37,217.01,196.74,✅ Price > EMA10 > EMA20 > EMA40
DUK,🟢 BULLISH (Above All EMAs),127.6,122.43,120.83,118.71,✅ Price > EMA10 > EMA20 > EMA40
WDC,🟢 BULLISH (Above All EMAs),281.67,246.42,207.64,160.63,✅ Price > EMA10 > EMA20 > EMA40
ROST,🟢 BULLISH (Above All EMAs),199.04,190.99,181.1,168.21,✅ Price > EMA10 > EMA20 > EMA40
PSX,🟢 BULLISH (Above All EMAs),153.04,147.87,141.81,135.07,✅ Price > EMA10 > EMA20 > EMA40
DLR,🟢 BULLISH (Above All EMAs),174.75,168.91,166.28,164.69,✅ Price > EMA10 > EMA20 > EMA40
SPG,🟢 BULLISH (Above All EMAs),200.62,193.1,187.16,179.22,✅ Price > EMA10 > EMA20 > EMA40
SRE,🟢 BULLISH (Above All EMAs),93.12,90.84,89.3,86.2,✅ Price > EMA10 > EMA20 > EMA40
BKR,🟢 BULLISH (Above All EMAs),63.63,56.61,52.69,48.57,✅ Price > EMA10 > EMA20 > EMA40
VLO,🟢 BULLISH (Above All EMAs),196.51,188.61,178.78,165.51,✅ Price > EMA10 > EMA20 > EMA40
AFL,🟢 BULLISH (Above All EMAs),112.36,111.66,110.24,107.99,✅ Price > EMA10 > EMA20 > EMA40
O,🟢 BULLISH (Above All EMAs),66.63,62.55,60.41,58.36,✅ Price > EMA10 > EMA20 > EMA40
MPC,🟢 BULLISH (Above All EMAs),191.91,187.69,183.87,177.45,✅ Price > EMA10 > EMA20 > EMA40
MPWR,🟢 BULLISH (Above All EMAs),1175.88,1107.47,1032.39,937.11,✅ Price > EMA10 > EMA20 > EMA40
D,🟢 BULLISH (Above All EMAs),64.3,62.55,61.15,59.25,✅ Price > EMA10 > EMA20 > EMA40
LHX,🟢 BULLISH (Above All EMAs),355.21,338.04,319.23,294.53,✅ Price > EMA10 > EMA20 > EMA40
URI,🟢 BULLISH (Above All EMAs),881.15,875.22,867.45,843.08,✅ Price > EMA10 > EMA20 > EMA40
OKE,🟢 BULLISH (Above All EMAs),87.09,80.39,77.16,76.71,✅ Price > EMA10 > EMA20 > EMA40
GWW,🟢 BULLISH (Above All EMAs),1122.65,1089.36,1053.39,1030.56,✅ Price > EMA10 > EMA20 > EMA40
AME,🟢 BULLISH (Above All EMAs),230.26,222.05,212.0,200.57,✅ Price > EMA10 > EMA20 > EMA40
FAST,🟢 BULLISH (Above All EMAs),45.12,44.48,43.78,42.9,✅ Price > EMA10 > EMA20 > EMA40
CAH,🟢 BULLISH (Above All EMAs),225.83,215.43,203.31,184.35,✅ Price > EMA10 > EMA20 > EMA40
TGT,🟢 BULLISH (Above All EMAs),113.04,108.49,103.35,102.0,✅ Price > EMA10 > EMA20 > EMA40
BDX,🟢 BULLISH (Above All EMAs),182.63,168.68,161.39,157.51,✅ Price > EMA10 > EMA20 > EMA40
CTVA,🟢 BULLISH (Above All EMAs),76.0,72.45,70.4,68.46,✅ Price > EMA10 > EMA20 > EMA40
TER,🟢 BULLISH (Above All EMAs),312.76,267.4,227.59,185.56,✅ Price > EMA10 > EMA20 > EMA40
EXC,🟢 BULLISH (Above All EMAs),47.85,46.02,45.34,44.34,✅ Price > EMA10 > EMA20 > EMA40
FANG,🟢 BULLISH (Above All EMAs),174.39,163.54,157.01,152.93,✅ Price > EMA10 > EMA20 > EMA40
XEL,🟢 BULLISH (Above All EMAs),82.8,78.54,77.17,74.69,✅ Price > EMA10 > EMA20 > EMA40
ALL,🟢 BULLISH (Above All EMAs),205.58,204.3,203.62,201.13,✅ Price > EMA10 > EMA20 > EMA40
FER,🟢 BULLISH (Above All EMAs),72.19,69.47,66.34,61.14,✅ Price > EMA10 > EMA20 > EMA40
TRV,🟢 BULLISH (Above All EMAs),305.21,292.79,286.45,277.06,✅ Price > EMA10 > EMA20 > EMA40
TEL,🟢 BULLISH (Above All EMAs),231.02,229.3,225.21,211.14,✅ Price > EMA10 > EMA20 > EMA40
STX,🟢 BULLISH (Above All EMAs),409.69,372.23,324.09,262.12,✅ Price > EMA10 > EMA20 > EMA40
EQIX,🟢 BULLISH (Above All EMAs),937.73,862.74,831.26,819.18,✅ Price > EMA10 > EMA20 > EMA40
MAR,🟢 BULLISH (Above All EMAs),341.23,329.41,313.6,295.44,✅ Price > EMA10 > EMA20 > EMA40
WM,🟢 BULLISH (Above All EMAs),230.73,226.02,222.84,221.11,✅ Price > EMA10 > EMA20 > EMA40
SNDK,🟢 BULLISH (Above All EMAs),685.54,519.74,397.1,274.15,✅ Price > EMA10 > EMA20 > EMA40
SHW,🟢 BULLISH (Above All EMAs),362.99,354.63,349.34,347.03,✅ Price > EMA10 > EMA20 > EMA40
MMM,🟢 BULLISH (Above All EMAs),165.71,165.3,163.03,157.12,✅ Price > EMA10 > EMA20 > EMA40
FCX,🟢 BULLISH (Above All EMAs),64.39,58.99,53.88,48.92,✅ Price > EMA10 > EMA20 > EMA40
WMB,🟢 BULLISH (Above All EMAs),72.75,67.42,64.39,61.25,✅ Price > EMA10 > EMA20 > EMA40
FDX,🟢 BULLISH (Above All EMAs),381.75,342.27,311.52,283.42,✅ Price > EMA10 > EMA20 > EMA40
ITW,🟢 BULLISH (Above All EMAs),293.31,277.2,266.83,259.04,✅ Price > EMA10 > EMA20 > EMA40
ECL,🟢 BULLISH (Above All EMAs),304.66,288.09,279.7,271.54,✅ Price > EMA10 > EMA20 > EMA40
PCAR,🟢 BULLISH (Above All EMAs),125.07,121.19,114.52,107.83,✅ Price > EMA10 > EMA20 > EMA40
JCI,🟢 BULLISH (Above All EMAs),142.37,129.98,122.81,113.54,✅ Price > EMA10 > EMA20 > EMA40
CMI,🟢 BULLISH (Above All EMAs),585.58,563.86,524.25,467.72,✅ Price > EMA10 > EMA20 > EMA40
MNST,🟢 BULLISH (Above All EMAs),84.62,80.53,76.73,71.27,✅ Price > EMA10 > EMA20 > EMA40
CL,🟢 BULLISH (Above All EMAs),97.25,90.04,86.42,85.32,✅ Price > EMA10 > EMA20 > EMA40
PWR,🟢 BULLISH (Above All EMAs),545.2,497.46,467.48,428.19,✅ Price > EMA10 > EMA20 > EMA40
SLB,🟢 BULLISH (Above All EMAs),51.01,47.17,43.45,40.46,✅ Price > EMA10 > EMA20 > EMA40
CSX,🟢 BULLISH (Above All EMAs),41.62,39.17,37.56,35.88,✅ Price > EMA10 > EMA20 > EMA40
